Date Added,Name,Time,Artist,Album,Genre,Rating,Plays,Last Played
"10/7/13, 6:53 PM",Life On Mars (YOMC Global Edit),8:17,Wag & Misar,"50 Techno Trance Anthems, Vol. 1",Dance,,,
"10/7/13, 6:53 PM",On My Mind (DJ Antoine vs. Mad Mark & Houseshaker Main Mix),2:45,Wawa & Houseshaker,2010 (Remixed),Dance,,15,"10/17/13, 12:33 PM"
"10/7/13, 6:53 PM",Dirty Talk,3:16,Wynter Gordon,Dirty Talk - Single,Dance,,31,"4/17/12, 9:11 AM"
"10/7/13, 6:53 PM",Loving U (Reuter & Schleis Remix),6:55,Yakooza,"50 Techno Trance Anthems, Vol. 1",Dance,,1,
"10/7/13, 6:53 PM",Cocaine (Scot Project Remix),8:53,Yakooza,"50 Techno Trance Anthems, Vol. 1",Dance,,,
"10/7/13, 6:53 PM",Brighter Day (Radio Mix),3:22,Yanou,Brighter Day,Dance,,20,"8/10/12, 10:11 PM"
"10/7/13, 6:53 PM",Sun Is Shining (Spencer & Hill Radio Edit),3:26,Yanou,Ultra 2008 - The Singles,Dance,,4,"4/27/11, 11:52 PM"
"10/7/13, 6:53 PM",We No Speak Americano,4:30,Yolanda Be Cool & Dcup,We No Speak Americano - Single,Dance,,6,"11/17/13, 10:15 PM"
"10/7/13, 6:53 PM",By Your Side (Radio Edit),3:28,Yves Larock,By Your Side (feat. Jaba),Dance,,17,"5/12/14, 10:54 PM"
"10/7/13, 6:53 PM",By Your Side (Extended Mix),7:23,Yves Larock,By Your Side (feat. Jaba),Dance,,5,"10/22/13, 12:10 PM"
"10/7/13, 6:53 PM",By Your Side (Lunatik Remix),7:08,Yves Larock,By Your Side (feat. Jaba),Dance,,1,
"10/7/13, 6:53 PM",By Your Side (Oracle Remix),7:34,Yves Larock,By Your Side (feat. Jaba),Dance,,1,"3/8/12, 10:46 AM"
"10/7/13, 6:53 PM",By Your Side (Mich DNA Remix),8:01,Yves Larock,By Your Side (feat. Jaba),Dance,,3,"6/8/13, 10:28 PM"
"10/7/13, 6:53 PM",Glory,4:00,Yves Larock,Manego,Dance,,9,
"10/7/13, 6:53 PM",Listen to the Voice Inside,3:20,Yves Larock,Manego,Dance,,14,"10/10/13, 1:56 PM"
"10/7/13, 6:53 PM",Million Miles,3:47,Yves Larock,Manego,Dance,,21,"10/31/13, 11:56 AM"
"10/7/13, 6:53 PM",Electric Boogaloo,3:35,Yves Larock,Manego,Dance,,9,
"10/7/13, 6:53 PM",Remember,3:33,Yves Larock,Manego,Dance,,6,
"10/7/13, 6:53 PM",I Want More,3:27,Yves Larock,Manego,Dance,,19,"10/23/13, 2:56 PM"
"10/7/13, 6:53 PM",Live With the Lions,3:35,Yves Larock,Manego,Dance,,18,"10/17/13, 11:41 AM"
"10/7/13, 6:53 PM",The Night,3:34,Yves Larock,Manego,Dance,,7,"9/18/11, 3:44 PM"
"10/7/13, 6:53 PM",Ordinary World,3:46,Yves Larock,Manego,Dance,,4,
"10/7/13, 6:53 PM",Sound of My Heart,3:27,Yves Larock,Manego,Dance,,6,
"10/7/13, 6:53 PM",Respect,3:50,Yves Larock,Manego,Dance,,11,"6/10/13, 8:57 AM"
"10/7/13, 6:53 PM",Rock With Me,3:21,Yves Larock,Manego,Dance,,9,"10/15/11, 1:58 PM"
"10/7/13, 6:53 PM",Anymore,4:18,Yves Larock,Manego,Dance,,16,"6/20/11, 6:28 AM"
"10/7/13, 6:53 PM",Life Is a Rodeo,3:38,Yves Larock,Manego,Dance,,26,"9/9/14, 7:30 PM"
"10/7/13, 6:53 PM",Red Dragon,7:20,Yves Larock,Red Dragon,Dance,,3,"6/9/13, 1:37 PM"
"10/7/13, 6:53 PM",Rise Up (Radio Edit),2:52,Yves Larock,Rise Up (feat. Jaba),Dance,,6,"5/9/11, 1:42 PM"
"10/7/13, 6:53 PM",Rise Up (Club Radio Edit),3:23,Yves Larock,Rise Up (feat. Jaba),Dance,,5,"9/18/11, 5:33 PM"
"10/7/13, 6:53 PM",Rise Up,7:33,Yves Larock,Rise Up (feat. Jaba),Dance,,5,"10/26/13, 12:21 PM"
"10/7/13, 6:53 PM",Rise Up (Club Mix),6:11,Yves Larock,Rise Up (feat. Jaba),Dance,,4,"10/11/13, 7:53 AM"
"10/7/13, 6:53 PM",Rise Up (Lunatik Yves Remix),7:51,Yves Larock,Rise Up (feat. Jaba),Dance,,4,"8/31/12, 2:04 PM"
"10/7/13, 6:53 PM",Rise Up (Lunatik Yves Remix Dub),7:28,Yves Larock,Rise Up (feat. Jaba),Dance,,2,"10/22/13, 1:38 PM"
"10/7/13, 6:53 PM",Kernkraft 400 (Sport Chant Stadium Remix),5:31,Zombie Nation,Kernkraft 400 - EP,Dance,,3,"6/9/13, 7:19 AM"
"4/2/11, 10:04 AM",_ __ _____,3:42,________ & D.I.P Project,___ __,Dance,,37,
"10/7/13, 6:53 PM",Game Over (DJ Antoine vs. Christian Sims & Chloe Martinez Club Mix),3:51,2 Replay,17900,Dance,,21,"2/21/13, 10:17 PM"
"4/14/11, 3:35 PM",Voxis - Tell Me Everything (radio edit) [ www.radiobest.ro ],3:32,,,Dance,,60,"10/11/12, 12:05 AM"
"10/10/12, 7:28 AM",Foreign Language (Original Mix),4:04,Flight Facilities Feat. Jess,,Dance - Club,,3,"3/26/13, 10:44 AM"
"8/8/13, 9:22 PM",Mr McGee,4:19,Zero 7,Et Musique Pour Tous,Dance & DJ,,14,"8/21/13, 8:29 AM"
"10/10/12, 7:28 AM",Dream,3:25,Popcaan,All,Dancehall,,1,"10/23/12, 1:35 PM"
"5/3/12, 3:01 PM",Fake Friend,2:24,Popcaan,All,Dancehall,,96,"12/4/14, 9:25 AM"
"2/11/14, 10:13 AM",No Angels (WKND x The XX vs. TLC),3:04,Bastille x WKND,The Unkown Mixtape Vol. 2,DECIDE4YOURSELF,,26,"10/23/14, 2:05 PM"
"3/9/14, 9:57 PM",FDVM x Chill Music - March 2014,59:36:00,FDVM,,Deep  House,,15,"8/3/14, 8:38 PM"
"6/13/14, 5:08 AM",FDVMIX June 2014,59:16:00,FDVM,,Deep  House,100,18,"9/5/14, 7:32 PM"
"6/1/13, 8:51 PM",Djon Maya (Synapson Remix),5:33,Victor Démé,Et Musique Pour Tous,Deep & Soulful,,20,"6/16/13, 3:10 PM"
"12/25/14, 7:58 PM",To the King (Extended Mix)_CentrumMp3.eu,3:47,Achtabahn,CentrumMp3.eu,Deep House,,16,"12/29/14, 8:27 AM"
"2/5/14, 7:54 AM",Feeding Line (FDVM edit),5:58,Boy & Bear,Up All Night #7,Deep House,,74,"11/23/14, 7:30 PM"
"7/30/14, 1:15 PM",I'm Into You (Monkeyneck Remix),5:18,Chet Faker,,Deep House,,30,"11/9/14, 1:45 PM"
"8/23/12, 7:52 AM",If U Got It,5:27,Chris Malinchak,JustExcellentBeats.com,Deep House,,20,"10/19/12, 11:40 AM"
"5/3/12, 3:01 PM",Cream (Original Mix),6:30,Claptone,Cream,Deep House,,5,"1/30/13, 1:01 PM"
"2/20/13, 3:41 PM",No Eyes (feat. Jaw),6:58,Claptone,Wrong - EP,Deep House,,24,"11/6/14, 5:04 PM"
"10/10/12, 7:28 AM",Sunset (DJ T. Remix),7:52,"Compuphonic, Marques Toliver",Sunset,Deep House,,2,"3/27/13, 11:47 AM"
"2/13/14, 10:25 AM",Never Can Say Goodbye (Felix Jaehn Remix),4:30,De Hofnar,,Deep House,,19,"6/4/14, 10:42 AM"
"5/24/13, 5:50 PM",Mi Negrita (Daniele Di Martino Edit),5:28,Devendra Banhart ,DDM,Deep House,,27,"9/4/13, 11:23 PM"
"10/10/12, 7:28 AM",The Voice Of Dru (Original Mix),6:37,Doctor Dru,HiveMusic.org,Deep House,,2,"3/27/13, 10:19 AM"
"10/10/12, 7:28 AM",About Me Feat. Lostcause (Original Mix),6:14,"Fabo, HNQO",About Us,Deep House,,,
"8/8/13, 1:12 PM",Changes Ft. Wad Ad (Original Mix),5:44,Faul,www.theendstartstoday.com,Deep House,,29,"9/12/14, 2:47 PM"
"7/6/14, 3:56 PM",Electro Posé Mixtape N°14 X FDVM,54:06:00,FDVM,Electro posé,Deep House,,16,"7/20/14, 1:04 AM"
"3/1/14, 8:57 AM",Alive (Original mix),4:31,FDVM,,Deep House,,17,"10/22/14, 9:11 AM"
"3/1/14, 8:57 AM",FDVM - The Great Dictator (Original mix),5:13,FDVM,,Deep House,,14,"10/23/14, 2:40 PM"
"3/1/14, 9:49 AM",FDVMix February 2014,56:31:00,FDVM,,Deep House,,12,"3/18/14, 7:27 PM"
"10/10/14, 3:18 PM",FDVMix october 2014 x Crosswalk,58:35:00,FDVM,,Deep House,,7,"10/24/14, 7:40 AM"
"11/19/14, 8:51 AM",Exclusive Podcast #28 - FDVM - The Beat Goes On - 1DAYTRACK.COM,54:39:00,FDVM/1daytrack.com,Exclusive Podcast Collection,Deep House,,14,"12/1/14, 5:35 PM"
"2/4/14, 5:51 PM",Isla (Sebastian Carter Remix),5:17,Felon,Isla (Sebastian Carter Remix),Deep House,,9,"3/24/14, 2:02 PM"
"9/17/14, 8:03 AM",On Trees And Birds And Fire (Sam Feldt vs Bloombox Remix) [FDM],3:59,I Am Oak,FRESH DANCE MUSIC,Deep House,,20,"11/9/14, 2:20 PM"
"3/14/13, 10:38 PM",Amelie (Rework),7:50,KlangKuenstler,blonde-beats.com,Deep House,,22,"4/4/13, 12:41 PM"
"4/2/14, 7:37 PM",Electro posé (WDEF) Mixtape N°7,1:00:00,Klangtherapeuten B2B Timote_,Electro posé,Deep House,,16,"8/28/14, 12:44 PM"
"3/2/14, 7:21 PM",Bulletproof (Gamper & Dadoni Remix),4:36,La Roux,Free,Deep House,,14,"3/18/14, 6:20 PM"
"12/13/14, 11:26 AM",Save Me (Original Mix)_CentrumMp3.eu,3:29,Listenbee,CentrumMp3.eu,Deep House,,32,"12/23/14, 11:27 AM"
"2/4/14, 5:33 PM",Are You With Me (Feat. Easton Corbin),3:56,Lost Frequencies,LF,Deep House,,21,"10/23/14, 3:05 PM"
"2/11/14, 10:22 PM",Tell Me,3:48,Lost Frequencies,LF,Deep House,,23,"6/2/14, 2:20 PM"
"10/10/12, 7:28 AM",Flashlight (Solomun Remix) ,6:38,Luca C & Brigante feat. Roisin Murphy ,djedumarks.blogspot.com.br,Deep House,,,
"10/8/14, 6:37 PM",Up To You (Original Mix),5:00,Lulleaux & FDVM,,Deep House,,15,"11/3/14, 3:33 PM"
"3/12/14, 2:06 PM",Electro Posé (WDEF) Mixtape N°10 X NORA EN PURE,58:53:00,Nora En Pure,Electro posé,Deep House,,10,"8/31/14, 11:47 AM"
"10/10/12, 7:28 AM",Its Not For You,7:14,Superhero,Drugs And Choices,Deep House,,2,"10/21/12, 12:04 PM"
"5/11/14, 8:57 AM",Electro Posé Mixtape N°12 X Umami,1:00:54,Umami,Electro posé,Deep House,,24,"5/25/14, 8:50 PM"
"3/14/13, 10:28 PM",Take You (Original Mix),7:19,Villanova,,Deep House,,22,"4/10/13, 12:20 PM"
"10/10/12, 7:28 AM",Room In Your Heart (Wolf + Lamb & Slow Hands Remix),6:04,"Will Saul, Tam Cooper",Simple Remixed 7,Deep House,,1,"10/16/12, 7:43 PM"
"3/21/14, 9:32 AM",FDVM - FDVMix July 2013,1:05:19,www.wearefdvm.com,,Deep House,,12,"4/4/14, 10:46 AM"
"10/10/12, 7:28 AM",Angels (Atapy & Search DiP Rework),5:53,The XX,Angels,Deep House,,4,"2/21/13, 6:21 PM"
"3/1/14, 9:49 AM",FDVM - FDVMix December 2013,59:29:00,,,Deep House,,10,"3/18/14, 6:15 PM"
"3/21/14, 9:32 AM",FDVM - FDVMix September 2013,1:02:33,,,Deep House,,8,"4/2/14, 9:08 PM"
"8/28/14, 3:16 PM",FDVMix September 2014,59:33:00,FDVM,, Deep House / Tech House,,9,"9/5/14, 3:16 PM"
"12/3/14, 12:59 PM",FDVMix December 2014,58:19:00,2014,, Deep House / Tech House,,18,"12/19/14, 12:35 PM"
"4/4/14, 8:12 AM",FDVMix April 2014,55:11:00,FDVM,,Deep-house,,14,"4/19/14, 2:57 PM"
"5/6/14, 9:13 AM",FDVMix May 2014,54:08:00,FDVM,,Deep-house,,38,"5/22/14, 6:30 PM"
"5/25/14, 10:13 AM",Jake Isaac - Waiting Here (FDVM Remix),5:47,,,Deep-house,,21,"6/14/14, 11:15 AM"
"6/27/11, 5:58 PM",Let It All Be Music,4:56,Boney M.,Oceans Of Fantasy,Disco,,1,"6/28/11, 7:00 PM"
"6/27/11, 5:58 PM",Gotta Go Home,3:48,Boney M.,Oceans Of Fantasy,Disco,,2,"9/20/13, 1:11 PM"
"6/27/11, 5:58 PM",Bye Bye Bluebird,4:52,Boney M.,Oceans Of Fantasy,Disco,,3,"9/19/11, 5:56 PM"
"6/27/11, 5:58 PM",Bahama Mama,3:19,Boney M.,Oceans Of Fantasy,Disco,,2,"7/15/11, 4:58 PM"
"6/27/11, 5:58 PM",Hold On I'm Coming,3:39,Boney M.,Oceans Of Fantasy,Disco,,,
"6/27/11, 5:58 PM",Two Of Us,3:18,Boney M.,Oceans Of Fantasy,Disco,,2,"2/12/12, 9:19 PM"
"6/27/11, 5:58 PM",Ribbons Of Blue,4:06,Boney M.,Oceans Of Fantasy,Disco,,2,"8/9/14, 6:27 AM"
"6/27/11, 5:58 PM",Oceans Of Fantasy,5:08,Boney M.,Oceans Of Fantasy,Disco,,5,"7/21/14, 7:46 PM"
"6/27/11, 5:58 PM",El Lute,5:59,Boney M.,Oceans Of Fantasy,Disco,,4,"6/9/13, 7:32 PM"
"6/27/11, 5:58 PM",No More Chain Gang,5:26,Boney M.,Oceans Of Fantasy,Disco,,1,"6/28/11, 7:06 PM"
"6/27/11, 5:58 PM",I'm Born Again,4:11,Boney M.,Oceans Of Fantasy,Disco,,,
"6/27/11, 5:58 PM",No Time To Lose,2:58,Boney M.,Oceans Of Fantasy,Disco,,1,"5/9/14, 10:33 AM"
"6/27/11, 5:58 PM",Calendar Song,2:43,Boney M.,Oceans Of Fantasy,Disco,,2,"7/18/11, 12:01 PM"
"7/17/12, 6:48 AM",Horses (Zimmer Remix),5:49,Montevideo_,JustExcellentBeats.com,Disco,,10,"6/9/13, 11:49 PM"
"10/10/12, 7:28 AM",What's Love Got To Do (Zimmer Rework),5:08,Tina Turner,JustExcellentBeats.com,Disco,,1,"10/16/12, 7:14 PM"
"3/10/13, 1:15 AM",Baby I Need Your Loving (Quinten 909 Remix),5:38,Gayle Adams,areyounotentertained.com,Disco House,,14,"4/12/13, 12:30 PM"
"6/19/12, 8:41 AM",Naive (Jean Tonique Remix),3:31,The Kooks,JustExcellentBeats.com,Disco/Nu Disco,,28,"3/9/13, 10:07 PM"
"5/3/12, 3:01 PM",Luv Deluxe,4:34,CINNAMON CHASERS,Regnsky,Disco/Nu Disco/Re-Edits,,11,"9/11/14, 2:32 PM"
"10/10/12, 7:28 AM",Memories Of The Future,5:15,Oliver,,Disco/Nu Disco/Re-Edits,,,
"4/2/11, 10:01 AM",Jakarta's volna,6:20,DJ Prodigy,,DJ,,,
"3/30/12, 2:07 PM",Louder (Hardwell Remix),6:13,DJ Fresh ft. Sian Evans,,[Dj MiLi[www.zone-house.com],,6,"6/8/13, 11:43 AM"
"2/5/14, 7:56 AM",Seven Nation Army (Teemid Cover)@djxizmusic.ro,4:26,Holly Henry,@djxizmusic.ro,@djxizmusic.ro,,18,"2/19/14, 10:39 PM"
"4/2/11, 12:01 PM",_______,3:19,DJ Smash Feat. ______,IDDQD (Official Album),"Downtempo, Lounge & Ambient",,9,
"10/10/12, 7:28 AM",With You (Original Mix),7:53,Kidd Ghost feat. Chris Lago,,dropTheVibe.com,,1,"10/15/12, 12:53 PM"
"4/2/11, 12:00 PM",End Credits (feat. Plan B),3:17,Chase & Status,,Drum & Bass,,32,"9/5/11, 2:29 PM"
"10/10/12, 7:28 AM",Believe In Something (Marc Fisher Remix),8:28,"Damien J. Carter, Zhana, Matt Devereaux, Michael Maze",,DTV,,,
"5/3/12, 1:01 PM",Big City Life (Rodway Remix VIP),5:59,Mattafix,Miamifadecounty.com,Dubstep,,8,"12/15/12, 3:16 AM"
"4/2/11, 10:00 AM",Call me,4:45,Andrew S.mile & Syntheticsax feat. Laura Grig,Andrew S.mile & Syntheticsax feat. Laura Grig,†ëåêò›îííàÿ,,1,"9/16/11, 12:27 PM"
"4/2/11, 10:04 AM",__ _________,4:00,_____ _______,____ 21,Eastern European,,11,
"4/2/11, 10:04 AM",_ ___ (Dj Smash Remix),3:41,_____ _______,_ ___,Eastern European,,12,
"4/2/11, 10:04 AM",______ _____,3:12,___s__,_______ _______,Eastern European,,13,"6/8/13, 8:09 PM"
"4/2/11, 10:04 AM",______ __ __,4:04,______,______ __. 10,Eastern European,,12,
"10/19/14, 5:55 AM","Leaving, on A Jet Plane",3:41,John Denver,A Songs Best Friend - the Very,Easy Listening,,5,"11/2/14, 4:55 PM"
"2/4/12, 9:49 AM",Somebody That I Used To Know (feat. Kimbra) (Myndset Remix),4:35,Gotye,Somebody That I Used To Know,Elecronic,,74,"11/11/12, 3:17 AM"
"4/22/11, 8:51 PM",DJ [Madeon Remix],3:37,Alphabeat,www.GoodMusicAllDay.com,Electo,,15,"9/16/12, 12:38 PM"
"4/2/11, 10:04 AM",For The First Time (8Barz Remix),3:23,The Script,www.GoodMusicAllDay.com,Electo,,17,"6/9/13, 9:19 PM"
"4/14/11, 2:34 PM",Que Veux Tu (Madeon Remix),3:58,Yelle,www.GoodMusicAllDay.com,Electo,,8,"10/10/12, 11:37 AM"
"5/3/12, 1:01 PM",What You Know (LightsoverLA remix),4:05,Two Door Cinema Club,Summer Shape Up: Running Edition (Presented by www.GoodMusicAllDay.com & Inside Lacrosse),Electonic,,7,"1/27/13, 6:22 PM"
"5/15/11, 11:55 PM",Levels (Original Mix),5:34,Avicii,www.CamelbackMusic.com,Electro,,3,"4/19/12, 2:02 PM"
"6/26/11, 10:48 PM",Bass Line,5:05,David Guetta,,electro,,,
"4/2/11, 12:01 PM",We Are the People (Teenage Mutants Remix) ,4:46,Empire of the Sun,TheFreshBeat.com,Electro,,26,"3/26/13, 10:37 AM"
"4/2/11, 12:02 PM",Oh What a Night,3:36,Jay Sean Feat. Lil Jon,Oh What a Night,Electro,,9,"3/7/13, 7:33 PM"
"5/3/12, 3:01 PM",Turn It Down (LCV Remix)www.clubkings.eu,6:50,Kaskade with Rebecca & Fiona,www.clubkings.eu,Electro,,3,"1/31/13, 2:56 PM"
"6/26/11, 8:50 PM",Nari & Milani - Kendo (Original Mix),6:07,Nari & Milani,Kendo,Electro,,,
"4/2/11, 10:04 AM",Sweat (David Guetta Radio Edit) www.Saxo-Tunez.blogspot.com,3:16,Snoop Dogg,www.Saxo-Tunez.blogspot.com,Electro,,17,"4/18/12, 12:45 PM"
"4/2/12, 4:57 AM",Rattle (Original Mix) ,4:47,Bingo Players,Rattle,Electro House,,7,"4/7/12, 12:39 PM"
"3/30/12, 2:07 PM",Spaceman (Original Mix),6:16,Hardwell,ParisMortonMusic.com,Electro House,,4,"4/7/12, 1:39 PM"
"4/2/11, 12:04 PM",beat again (digital dog dub mix),6:02,jls,go! electro vol.20,electro house,,25,"11/25/12, 12:31 AM"
"5/25/11, 6:23 PM",Lick The Rainbow (Original Mix) - www.TapThatHouse.com,7:02,Mord Fustang,www.TapThatHouse.com,Electro House,,3,"4/21/14, 11:12 AM"
"5/3/12, 1:01 PM",Horny (Mats Gulbrandsen & Primacy Funk 2012 Remix),6:29,Mousse T,,Electro House,,8,"6/10/13, 2:37 AM"
"4/2/11, 10:03 AM",Kingstonlogic (Pacifist Mix),8:11,Terry Lynn,,Electro House,,3,"6/10/13, 8:13 AM"
"10/10/12, 7:28 AM",YES,3:06,LMFAO,Skip Skoppin,Electro/Hip-Hop,,,
"4/2/11, 10:00 AM",Atmosphere (Club Mix),5:14,32 Molella,,ElectroHouse,,,
"7/4/12, 11:04 AM",All That She Wants (Casual Encounters Edit),5:46,Ace of Base,JustExcellentBeats.com,Electronic,,10,"12/20/12, 9:42 AM"
"3/9/13, 8:32 PM",Love Me Lots (Bridge & Law Remix),6:23,Ain't No Love,,Electronic,,14,"4/12/13, 8:45 AM"
"10/7/13, 6:53 PM",Sexy Boy,4:58,Air,Moon Safari,Electronic,,13,"6/9/13, 9:59 AM"
"3/10/13, 1:19 AM",Anybody Else (Original Mix),4:46,Alex Metric,areyounotentertained.com,Electronic,,17,"4/10/13, 5:56 PM"
"11/5/12, 12:55 PM",One Day / Reckoning Song (Wankelmut Remix) (Club Mix),7:19,Asaf Avidan & The Mojos,JustExcellentBeats.com,Electronic,,,
"2/26/13, 8:27 PM",Sail (Unlimited Gravity Remix),5:48,AWOLNATION,Electrodub.blogspot.com,Electronic,,14,"11/6/14, 2:23 PM"
"10/7/13, 6:53 PM",Feel the Vibe (Original Mix),7:43,Axwell,Feel the Vibe ('Til the Morning Comes) - EP,Electronic,,6,"10/2/12, 5:24 PM"
"10/7/13, 6:53 PM",Raindrops,4:10,Basement Jaxx,Scars (Bonus Track Version),Electronic,,17,"10/17/13, 6:38 PM"
"4/24/13, 8:16 PM",Congo,3:18,Bear Mountain,Et Musique Pour Tous,Electronic,,37,"6/16/13, 5:02 PM"
"11/4/08, 5:50 PM",Mr. Hurricane,3:24,Beast,Mr. Hurricane - Single,Electronic,,,
"10/7/13, 6:53 PM",Gym Tonic,6:12,Bob Sinclar,Paradise,Electronic,,3,"11/17/13, 5:01 PM"
"9/18/13, 11:46 AM",Love Generation (Featuring Gary Pine) [Bob Sinclar Radio Edit],3:34,Bob Sinclar & Gary Pine,Love Generation - EP,Electronic,,11,"11/22/12, 10:56 PM"
"12/22/12, 1:42 PM",Regenerate,5:33,Booka Shade,,Electronic,,7,"11/5/13, 11:15 AM"
"9/19/13, 8:47 AM",Baby I'm Yours,3:36,Breakbot,Baby I'm Yours (Remix) [feat. Irfane] - EP,Electronic,,96,"12/4/14, 9:12 AM"
"10/7/13, 6:53 PM",Acceptable In the 80's,5:33,Calvin Harris,I Created Disco,Electronic,,10,"8/28/14, 1:27 PM"
"10/7/13, 6:53 PM",Galvanize,6:34,The Chemical Brothers,Push the Button,Electronic,,2,"11/17/13, 10:07 PM"
"10/7/13, 6:53 PM",Do It Again,5:33,The Chemical Brothers,We Are the Night,Electronic,,2,"10/18/13, 11:29 AM"
"1/4/13, 12:09 PM",So Good To Me,5:09,Chris Malinchak,JustExcellentBeats.com,Electronic,,18,"1/15/13, 9:58 PM"
"4/2/11, 12:00 PM",Hot Mess,3:40,Chromeo,Brightshinymusic.com,Electronic,,20,
"10/7/13, 6:53 PM",Momma's Boy,2:49,Chromeo,Fancy Footwork,Electronic,,2,"6/15/11, 1:07 PM"
"4/2/11, 10:00 AM",Office Musik (Dwight K. Schrute vs Weezy F. Baby),4:01,Clockwork,TheFreshBeat.com,Electronic,,2,"3/11/12, 5:18 PM"
"10/7/13, 6:53 PM",Vanished,4:03,Crystal Castles,Crystal Castles (Bonus Track Version),Electronic,,20,"6/23/12, 12:58 PM"
"10/7/13, 6:53 PM",Crimewave,4:18,Crystal Castles vs. Health,Crystal Castles (Bonus Track Version),Electronic,,27,"10/22/12, 11:25 AM"
"11/28/11, 9:54 PM",Lights And Music,4:37,Cut Copy,In Ghost Colours,Electronic,,3,"2/6/12, 12:15 PM"
"9/12/12, 8:44 AM",Meaning of Love (Falcon Punch Remix),4:49,Cutty Gold,JustExcellentBeats.com,Electronic,,12,"6/10/13, 8:26 AM"
"10/7/13, 6:53 PM",One More Time,5:21,Daft Punk,Discovery,Electronic,,8,"12/19/14, 10:11 AM"
"10/7/13, 6:53 PM",Aerodynamic,3:28,Daft Punk,Discovery,Electronic,,27,"12/19/14, 10:29 AM"
"10/7/13, 6:53 PM",Digital Love,4:58,Daft Punk,Discovery,Electronic,,8,"10/25/12, 3:45 PM"
"10/7/13, 6:53 PM","Harder, Better, Faster, Stronger",3:44,Daft Punk,Discovery,Electronic,,17,"12/19/14, 10:25 AM"
"10/7/13, 6:53 PM",11h30 (DatA Remix),4:32,Danger,09/14 2007 - EP,Electronic,,3,"10/2/12, 9:07 AM"
"7/10/12, 9:18 AM",My Life Is Perfect Now (Featuring Jannie Linnebæk),5:08,DATO,JustExcellentBeats.com,Electronic,,18,"9/7/13, 10:47 AM"
"10/7/13, 6:53 PM",Unidos Para la Musica (Cosa Nostra  Mix),3:53,David Vendetta featuring Akram,Rendez-vous,Electronic,,11,"4/18/12, 12:19 PM"
"10/7/13, 6:53 PM",Freaky Girl,5:56,David Vendetta featuring David Goncalves,Rendez-vous,Electronic,,3,"10/30/13, 3:01 PM"
"10/7/13, 6:53 PM",Break 4 Love,4:02,David Vendetta featuring Keith Thompson,Rendez-vous,Electronic,,4,"5/8/11, 3:28 PM"
"10/7/13, 6:53 PM",Bleeding Heart,6:15,David Vendetta featuring Rachael Starr,Rendez-vous,Electronic,,10,"6/8/13, 4:41 PM"
"7/18/12, 6:18 PM",The Veldt feat. Chris James (Hyperbits Club Edit),6:30,Deadmau5,JustExcellentBeats.com,Electronic,,17,"9/19/12, 6:34 PM"
"10/7/13, 6:53 PM",Silence (DJ Tiësto's In Search of Sunrise Edit),3:55,Delerium & Sarah McLachlan,The Best of Delerium,Electronic,,2,"10/10/12, 12:24 PM"
"10/7/13, 6:53 PM",Hey St. Peter (Radio Edit),3:24,The Disco Boys,Hey St. Peter - EP,Electronic,,3,"9/19/11, 4:56 PM"
"10/10/12, 7:28 AM",Don't Have To Be Beautiful (Original Mix),6:38,Disco Stu & John Monman,Beatport Top 100 Maerz 2012,Electronic,,,
"11/14/13, 3:18 PM",Warmer,4:55,Discorockets,JustExcellentBeats.com,Electronic,,51,"12/24/13, 6:15 PM"
"10/7/13, 6:53 PM",My Homeworld,3:07,DJ Team,"Hits Dance Club, Vol.25",Electronic,,1,
"6/11/11, 8:46 PM",We Are The People (Jimmy2sox Remix),6:35,Empire Of The Sun,We Are The People,Electronic,,15,"10/25/13, 12:12 PM"
"1/28/13, 11:23 AM",Love Like This,6:28,The Establishment,JustExcellentBeats.com,Electronic,,12,"2/18/13, 3:27 PM"
"7/26/11, 5:37 PM",Stay Awake Radio Edit,3:27,Example,Stay Awake  CDM,Electronic,,1,"7/27/11, 9:01 PM"
"7/4/12, 11:03 AM",You're Too Late (Casual Encounters Edit),8:15,Fantasy,JustExcellentBeats.com,Electronic,,6,"8/19/12, 2:59 PM"
"10/7/13, 6:53 PM",Wonderful Night,4:46,Fatboy Slim,Palookaville,Electronic,,,
"10/7/13, 6:53 PM",Praise You,5:24,Fatboy Slim,Praise You - EP,Electronic,,10,"10/25/13, 1:01 PM"
"10/7/13, 6:53 PM",The Rockafeller Skank,6:56,Fatboy Slim,The Rockafeller Skank - EP,Electronic,,3,"10/16/12, 12:16 PM"
"10/7/13, 6:53 PM",Weapon of Choice,3:52,Fatboy Slim,,Electronic,,5,"10/5/12, 11:55 AM"
"3/9/13, 9:13 PM",Love Is All I Got (Larse Remix),7:05,Feed Me & Crystal Fighters,Love Is All I Got-(MAU5059),Electronic,,16,"4/12/13, 11:52 AM"
"10/7/13, 6:53 PM",Live It (Original Radio Edit),3:22,Fentura,Live It - EP,Electronic,,5,"6/9/13, 7:36 PM"
"10/7/13, 6:53 PM",Live It (Klaas Remix),6:01,Fentura,Live It - EP,Electronic,,1,
"1/4/13, 9:59 AM",Dreams (Walter Sobcek Remix),5:04,Fleetwood Mac,JustExcellentBeats.com,Electronic,,14,"1/15/13, 9:48 PM"
"12/9/12, 10:53 AM",Never Going Back (Cosmic Kids Remix),3:58,Fleetwood Mac,JustExcellentBeats.com,Electronic,,,
